;Unnamed: 0;tanggal_tweet;pengguna;isi_tweet;sentimen;step01;tokens;final_tokens;step02
43;43;2022-10-28 21:08:47+00:00;wagesyahputra;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
44;44;2022-10-28 19:37:44+00:00;xXFirzaIndryaXx;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
45;45;2022-10-28 17:08:50+00:00;amiy66044;@xcintakiehlx Ka @xcintakiehlx Sy mohon tolong bantu nasib hidup sy 🙏😭😢;0;user ka user sy mohon tolong bantu nasib hidup sy;['user', 'ka', 'user', 'sy', 'mohon', 'tolong', 'bantu', 'nasib', 'hidup', 'sy'];['user', 'ka', 'user', 'sy', 'mohon', 'tolong', 'bantu', 'nasib', 'hidup', 'sy'];user ka user sy mohon tolong bantu nasib hidup sy
46;46;2022-10-28 15:23:23+00:00;panjaitandona;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
47;47;2022-10-28 15:21:40+00:00;ManadoFWD;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
48;48;2022-10-28 15:06:10+00:00;Harmajano;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
49;49;2022-10-28 14:59:36+00:00;Deariy;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
50;50;2022-10-28 14:33:36+00:00;Mnurfadhly;"RT @Fam48Ina_JKT48: [INFO]

@officialJKT48 akan berkolaborasi bersama dengan @xcintakiehlx pada acafa ""Grand Final Bintang SMA 2022"" 

Yang…";1;rt user info user akan berkolaborasi bersama dengan user pada acafa grand final bintang sma number yang;['rt', 'user', 'info', 'user', 'akan', 'berkolaborasi', 'bersama', 'dengan', 'user', 'pada', 'acafa', 'grand', 'final', 'bintang', 'sma', 'number', 'yang'];['rt', 'user', 'info', 'user', 'akan', 'berkolaborasi', 'bersama', 'dengan', 'user', 'pada', 'acafa', 'grand', 'final', 'bintang', 'sma', 'number', 'yang'];rt user info user akan berkolaborasi bersama dengan user pada acafa grand final bintang sma number yang
51;51;2022-10-28 14:30:01+00:00;Galileo32429415;@xcintakiehlx Masih banyak juga artis yg peduli sesama anak bangsanya,bukan yg suka doyan pamer2an.;0;user masih banyak juga artis yg peduli sesama anak bangsanya bukan yg suka doyan pamer2an;['user', 'masih', 'banyak', 'juga', 'artis', 'yg', 'peduli', 'sesama', 'anak', 'bangsanya', 'bukan', 'yg', 'suka', 'doyan', 'pamer2an'];['user', 'masih', 'banyak', 'juga', 'artis', 'yg', 'peduli', 'sesama', 'anak', 'bangsanya', 'bukan', 'yg', 'suka', 'doyan', 'pamer2an'];user masih banyak juga artis yg peduli sesama anak bangsanya bukan yg suka doyan pamer2an
52;52;2022-10-28 14:19:36+00:00;hendra_fadhli;"@xcintakiehlx Indonesia ""Yes""";0;user indonesia yes;['user', 'indonesia', 'yes'];['user', 'indonesia', 'yes'];user indonesia yes
53;53;2022-10-28 13:50:17+00:00;Astro_Ernesto;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
54;54;2022-10-28 13:38:38+00:00;Yuswasshoi;"RT @Fam48Ina_JKT48: [INFO]

@officialJKT48 akan berkolaborasi bersama dengan @xcintakiehlx pada acafa ""Grand Final Bintang SMA 2022"" 

Yang…";1;rt user info user akan berkolaborasi bersama dengan user pada acafa grand final bintang sma number yang;['rt', 'user', 'info', 'user', 'akan', 'berkolaborasi', 'bersama', 'dengan', 'user', 'pada', 'acafa', 'grand', 'final', 'bintang', 'sma', 'number', 'yang'];['rt', 'user', 'info', 'user', 'akan', 'berkolaborasi', 'bersama', 'dengan', 'user', 'pada', 'acafa', 'grand', 'final', 'bintang', 'sma', 'number', 'yang'];rt user info user akan berkolaborasi bersama dengan user pada acafa grand final bintang sma number yang
55;55;2022-10-28 13:28:35+00:00;ndlahombike;"RT @SorenzaNuryanti: TOP 15 @TINBSOfficial  The Indonesian next big star !
Live 28.10.2022 - 9.30 pm WIB (Jakarta) @OfficialRCTI TV &amp; @RCTI…";1;rt user top number user the indonesian next big star live date number pm wib jakarta user tv user;['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];rt user top number user the indonesian next big star live date number pm wib jakarta user tv user
56;56;2022-10-28 13:08:25+00:00;Fam48Ina_JKT48;"[INFO]

@officialJKT48 akan berkolaborasi bersama dengan @xcintakiehlx pada acafa ""Grand Final Bintang SMA 2022""… https://t.co/enz7BSK74X";1;info user akan berkolaborasi bersama dengan user pada acafa grand final bintang sma number coenz7bsk74x;['info', 'user', 'akan', 'berkolaborasi', 'bersama', 'dengan', 'user', 'pada', 'acafa', 'grand', 'final', 'bintang', 'sma', 'number', 'coenz7bsk74x'];['info', 'user', 'akan', 'berkolaborasi', 'bersama', 'dengan', 'user', 'pada', 'acafa', 'grand', 'final', 'bintang', 'sma', 'number', 'coenz7bsk74x'];info user akan berkolaborasi bersama dengan user pada acafa grand final bintang sma number coenz7bsk74x
57;57;2022-10-28 12:48:36+00:00;HerdianaKiehl;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
58;58;2022-10-28 12:30:32+00:00;NKRI__1;"https://t.co/ujV9YsQhHM

@xcintakiehlx

Cinta Laura berbagi tips hidup sehat. Ia mengaku sejak remaja sudah menyuka… https://t.co/ptf5mXWmnZ";0;coujv9ysqhhm user cinta laura berbagi tips hidup sehat ia mengaku sejak remaja sudah menyuka coptf5mxwmnz;['coujv9ysqhhm', 'user', 'cinta', 'laura', 'berbagi', 'tips', 'hidup', 'sehat', 'ia', 'mengaku', 'sejak', 'remaja', 'sudah', 'menyuka', 'coptf5mxwmnz'];['coujv9ysqhhm', 'user', 'cinta', 'laura', 'berbagi', 'tips', 'hidup', 'sehat', 'ia', 'mengaku', 'sejak', 'remaja', 'sudah', 'menyuka', 'coptf5mxwmnz'];coujv9ysqhhm user cinta laura berbagi tips hidup sehat ia mengaku sejak remaja sudah menyuka coptf5mxwmnz
59;59;2022-10-28 12:11:25+00:00;Toman23gmailco1;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
60;60;2022-10-28 11:37:03+00:00;xrahmathekiehlx;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
61;61;2022-10-28 11:34:37+00:00;dho10000;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
62;62;2022-10-28 11:26:34+00:00;PakJenggot__;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
63;63;2022-10-28 11:18:48+00:00;CaryantoAwuy;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
64;64;2022-10-28 11:18:31+00:00;melati_nk1;"@xcintakiehlx Boleh Tau pola makan Breakfast Lunch &amp; your Dinner cantik? https://t.co/iCz769JVG4";0;user boleh tau pola makan breakfast lunch your dinner cantik coicz769jvg4;['user', 'boleh', 'tau', 'pola', 'makan', 'breakfast', 'lunch', 'your', 'dinner', 'cantik', 'coicz769jvg4'];['user', 'boleh', 'tau', 'pola', 'makan', 'breakfast', 'lunch', 'your', 'dinner', 'cantik', 'coicz769jvg4'];user boleh tau pola makan breakfast lunch your dinner cantik coicz769jvg4
65;65;2022-10-28 11:15:16+00:00;Saethea3;@xcintakiehlx Selamat Hari Sumpah Pemuda;0;user selamat hari sumpah pemuda;['user', 'selamat', 'hari', 'sumpah', 'pemuda'];['user', 'selamat', 'hari', 'sumpah', 'pemuda'];user selamat hari sumpah pemuda
66;66;2022-10-28 11:12:46+00:00;jyuh141;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
67;67;2022-10-28 11:03:37+00:00;btungka1997;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
68;68;2022-10-28 10:58:20+00:00;xcintacahayax;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
69;69;2022-10-28 10:57:17+00:00;xcintacahayax;"RT @SorenzaNuryanti: TOP 15 @TINBSOfficial  The Indonesian next big star !
Live 28.10.2022 - 9.30 pm WIB (Jakarta) @OfficialRCTI TV &amp; @RCTI…";1;rt user top number user the indonesian next big star live date number pm wib jakarta user tv user;['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];rt user top number user the indonesian next big star live date number pm wib jakarta user tv user
70;70;2022-10-28 10:56:54+00:00;xcintacahayax;"RT @Daradatu1: @xcintakiehlx 
@jalaprt 
@KomnasPerempuan 

Kekerasan terhadap PRT kembali terjadi: RN dipukul, ditendang, ditelanjangi dan…";0;rt user user user user kekerasan terhadap prt kembali terjadi rn dipukul ditendang ditelanjangi dan;['rt', 'user', 'user', 'user', 'user', 'kekerasan', 'terhadap', 'prt', 'kembali', 'terjadi', 'rn', 'dipukul', 'ditendang', 'ditelanjangi', 'dan'];['rt', 'user', 'user', 'user', 'user', 'kekerasan', 'terhadap', 'prt', 'kembali', 'terjadi', 'rn', 'dipukul', 'ditendang', 'ditelanjangi', 'dan'];rt user user user user kekerasan terhadap prt kembali terjadi rn dipukul ditendang ditelanjangi dan
71;71;2022-10-28 10:49:14+00:00;BgawanKusuma;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
72;72;2022-10-28 10:45:55+00:00;Nur_S_I0;RT @xcintakiehlx: Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['rt', 'user', 'sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];rt user sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
73;73;2022-10-28 10:45:33+00:00;AyamSegar3;"Bersatu kita teguh, bercerai kita runtuh.. 
Jangan putuskan sumpahmu, pemuda 💪💪💪💪 https://t.co/f4j5npcMQG";0;bersatu kita teguh bercerai kita runtuh jangan putuskan sumpahmu pemuda cof4j5npcmqg;['bersatu', 'kita', 'teguh', 'bercerai', 'kita', 'runtuh', 'jangan', 'putuskan', 'sumpahmu', 'pemuda', 'cof4j5npcmqg'];['bersatu', 'kita', 'teguh', 'bercerai', 'kita', 'runtuh', 'jangan', 'putuskan', 'sumpahmu', 'pemuda', 'cof4j5npcmqg'];bersatu kita teguh bercerai kita runtuh jangan putuskan sumpahmu pemuda cof4j5npcmqg
74;74;2022-10-28 10:43:35+00:00;xcintakiehlx;Sumpah pemuda Indonesia untuk tetap menjaga NKRI .🇮🇩 https://t.co/a4Hl5nHPwh;0;sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh;['sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];['sumpah', 'pemuda', 'indonesia', 'untuk', 'tetap', 'menjaga', 'nkri', 'coa4hl5nhpwh'];sumpah pemuda indonesia untuk tetap menjaga nkri coa4hl5nhpwh
75;75;2022-10-28 10:34:10+00:00;xcintakiehlx;"RT @SorenzaNuryanti: TOP 15 @TINBSOfficial  The Indonesian next big star !
Live 28.10.2022 - 9.30 pm WIB (Jakarta) @OfficialRCTI TV &amp; @RCTI…";1;rt user top number user the indonesian next big star live date number pm wib jakarta user tv user;['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];rt user top number user the indonesian next big star live date number pm wib jakarta user tv user
76;76;2022-10-28 10:34:03+00:00;xcintakiehlx;"RT @Daradatu1: @xcintakiehlx 
@jalaprt 
@KomnasPerempuan 

Kekerasan terhadap PRT kembali terjadi: RN dipukul, ditendang, ditelanjangi dan…";0;rt user user user user kekerasan terhadap prt kembali terjadi rn dipukul ditendang ditelanjangi dan;['rt', 'user', 'user', 'user', 'user', 'kekerasan', 'terhadap', 'prt', 'kembali', 'terjadi', 'rn', 'dipukul', 'ditendang', 'ditelanjangi', 'dan'];['rt', 'user', 'user', 'user', 'user', 'kekerasan', 'terhadap', 'prt', 'kembali', 'terjadi', 'rn', 'dipukul', 'ditendang', 'ditelanjangi', 'dan'];rt user user user user kekerasan terhadap prt kembali terjadi rn dipukul ditendang ditelanjangi dan
77;77;2022-10-28 10:31:38+00:00;HerdianaKiehl;"RT @SorenzaNuryanti: TOP 15 @TINBSOfficial  The Indonesian next big star !
Live 28.10.2022 - 9.30 pm WIB (Jakarta) @OfficialRCTI TV &amp; @RCTI…";1;rt user top number user the indonesian next big star live date number pm wib jakarta user tv user;['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];rt user top number user the indonesian next big star live date number pm wib jakarta user tv user
78;78;2022-10-28 05:00:50+00:00;xcintacahayax;@xcintakiehlx @HerdianaKiehl Selamat merayakan sumpah pemuda..;0;user user selamat merayakan sumpah pemuda;['user', 'user', 'selamat', 'merayakan', 'sumpah', 'pemuda'];['user', 'user', 'selamat', 'merayakan', 'sumpah', 'pemuda'];user user selamat merayakan sumpah pemuda
79;79;2022-10-28 03:38:23+00:00;Daradatu1;"@xcintakiehlx 
@jalaprt 
@KomnasPerempuan 

Kekerasan terhadap PRT kembali terjadi: RN dipukul, ditendang, ditelanj… https://t.co/VlDQc0FJFR";0;user user user kekerasan terhadap prt kembali terjadi rn dipukul ditendang ditelanj covldqc0fjfr;['user', 'user', 'user', 'kekerasan', 'terhadap', 'prt', 'kembali', 'terjadi', 'rn', 'dipukul', 'ditendang', 'ditelanj', 'covldqc0fjfr'];['user', 'user', 'user', 'kekerasan', 'terhadap', 'prt', 'kembali', 'terjadi', 'rn', 'dipukul', 'ditendang', 'ditelanj', 'covldqc0fjfr'];user user user kekerasan terhadap prt kembali terjadi rn dipukul ditendang ditelanj covldqc0fjfr
80;80;2022-10-27 21:09:10+00:00;The_Puncak;"RT @SorenzaNuryanti: TOP 15 @TINBSOfficial  The Indonesian next big star !
Live 28.10.2022 - 9.30 pm WIB (Jakarta) @OfficialRCTI TV &amp; @RCTI…";1;rt user top number user the indonesian next big star live date number pm wib jakarta user tv user;['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];['rt', 'user', 'top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'user'];rt user top number user the indonesian next big star live date number pm wib jakarta user tv user
81;81;2022-10-27 21:07:41+00:00;SorenzaNuryanti;"TOP 15 @TINBSOfficial  The Indonesian next big star !
Live 28.10.2022 - 9.30 pm WIB (Jakarta) @OfficialRCTI TV &amp;… https://t.co/PSnZ0zoiRq";1;top number user the indonesian next big star live date number pm wib jakarta user tv copsnz0zoirq;['top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'copsnz0zoirq'];['top', 'number', 'user', 'the', 'indonesian', 'next', 'big', 'star', 'live', 'date', 'number', 'pm', 'wib', 'jakarta', 'user', 'tv', 'copsnz0zoirq'];top number user the indonesian next big star live date number pm wib jakarta user tv copsnz0zoirq
82;82;2022-10-27 12:49:15+00:00;jl_serut;@GolinehAtai @xcintakiehlx Hormatilah pemeluk agama yg lain bila ingin akmur ngaramu dn brdaulat bila ingin trpecah belah y silahkn sndiri;0;user user hormatilah pemeluk agama yg lain bila ingin akmur ngaramu dn brdaulat bila ingin trpecah belah silahkn sndiri;['user', 'user', 'hormatilah', 'pemeluk', 'agama', 'yg', 'lain', 'bila', 'ingin', 'akmur', 'ngaramu', 'dn', 'brdaulat', 'bila', 'ingin', 'trpecah', 'belah', 'silahkn', 'sndiri'];['user', 'user', 'hormatilah', 'pemeluk', 'agama', 'yg', 'lain', 'bila', 'ingin', 'akmur', 'ngaramu', 'dn', 'brdaulat', 'bila', 'ingin', 'trpecah', 'belah', 'silahkn', 'sndiri'];user user hormatilah pemeluk agama yg lain bila ingin akmur ngaramu dn brdaulat bila ingin trpecah belah silahkn sndiri
83;83;2022-10-27 02:41:07+00:00;Hendrikorachman;Jaman dahulu kala,lelaki merokok krn jin/syaiton takut.Dg rasa takut bisa sbg jembatan komunikasi agar jgn ganggu w… https://t.co/EUXFSE52b4;0;jaman dahulu kala lelaki merokok krn jin syaiton takut dg rasa takut bisa sbg jembatan komunikasi agar jgn ganggu coeuxfse52b4;['jaman', 'dahulu', 'kala', 'lelaki', 'merokok', 'krn', 'jin', 'syaiton', 'takut', 'dg', 'rasa', 'takut', 'bisa', 'sbg', 'jembatan', 'komunikasi', 'agar', 'jgn', 'ganggu', 'coeuxfse52b4'];['jaman', 'dahulu', 'kala', 'lelaki', 'merokok', 'krn', 'jin', 'syaiton', 'takut', 'dg', 'rasa', 'takut', 'bisa', 'sbg', 'jembatan', 'komunikasi', 'agar', 'jgn', 'ganggu', 'coeuxfse52b4'];jaman dahulu kala lelaki merokok krn jin syaiton takut dg rasa takut bisa sbg jembatan komunikasi agar jgn ganggu coeuxfse52b4
84;84;2022-10-27 02:37:31+00:00;Hendrikorachman;Menciptakan lelaki setia,terapinya hubungan sex dg lip service mandi kucing agar lelaki disaat berhubungan tdk ejak… https://t.co/gor2RyIENf;0;menciptakan lelaki setia terapinya hubungan sex dg lip service mandi kucing agar lelaki disaat berhubungan tdk ejak cogor2ryienf;['menciptakan', 'lelaki', 'setia', 'terapinya', 'hubungan', 'sex', 'dg', 'lip', 'service', 'mandi', 'kucing', 'agar', 'lelaki', 'disaat', 'berhubungan', 'tdk', 'ejak', 'cogor2ryienf'];['menciptakan', 'lelaki', 'setia', 'terapinya', 'hubungan', 'sex', 'dg', 'lip', 'service', 'mandi', 'kucing', 'agar', 'lelaki', 'disaat', 'berhubungan', 'tdk', 'ejak', 'cogor2ryienf'];menciptakan lelaki setia terapinya hubungan sex dg lip service mandi kucing agar lelaki disaat berhubungan tdk ejak cogor2ryienf
